rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1151,"""switch case"" clauses should not have too many lines of code",CODE_SMELL,Major,ready,Main,apex;go;shell;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1151/metadata.json
S117,Local variable and function parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,apex;go;python;azureresourcemanager;tsql;java;vbnet;kotlin;php;scala;swift;plsql;javascript;kubernetes;flex;ruby;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S117/metadata.json
S1172,Unused function parameters should be removed,CODE_SMELL,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1172/metadata.json
S1186,Methods should not be empty,CODE_SMELL,Critical,ready,All,apex;go;jcl;python;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1186/metadata.json
S1192,String literals should not be duplicated,CODE_SMELL,Critical,ready,Main,apex;go;python;dart;shell;azureresourcemanager;rpg;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby,design,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1192/metadata.json
S122,Statements should be on separate lines,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;common;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S122/metadata.json
S126,"""if ... else if"" constructs should end with ""else"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;ruby;cfamily,,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S126/metadata.json
S131,"""switch"" statements should have ""default"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;tsql;vb6;java;vbnet;abap;kotlin;php;pli;scala;csharp;plsql;javascript;cobol;flex;ruby;cfamily,cwe,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S131/metadata.json
S1313,Using hardcoded IP addresses is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,,SECURITY:LOW,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1313/metadata.json
S1314,Octal values should not be used,CODE_SMELL,Blocker,ready,All,go;java;php;javascript;flex;ruby;cfamily,pitfall,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1314/metadata.json
S134,"Control flow statements ""if"", ""for"", ""while"", ""switch"" and ""try"" should not be nested too deeply",CODE_SMELL,Critical,ready,All,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S134/metadata.json
S138,Functions should not have too many lines of code,CODE_SMELL,Major,ready,Main,apex;go;python;shell;rpg;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S138/metadata.json
S1451,Track lack of copyright and license headers,CODE_SMELL,Blocker,ready,All,apex;go;python;rpg;tsql;java;html;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1451/metadata.json
S1479,"""switch"" statements should not have too many ""case"" clauses",CODE_SMELL,Major,ready,All,apex;go;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1479/metadata.json
S1656,Variables should not be self-assigned,BUG,Major,ready,All,apex;go;python;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;csharp;plsql;javascript;cobol;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 3min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1656/metadata.json
S1659,Multiple variables should not be declared on the same line,CODE_SMELL,Minor,ready,All,go;tsql;vb6;java;vbnet;swift;csharp;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1659/metadata.json
S1751,Loops with at most one iteration should be refactored,BUG,Major,ready,All,go;python;rust;tsql;java;vbnet;abap;php;swift;csharp;plsql;javascript;cfamily,confusing;bad-practice,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1751/metadata.json
S1763,All code should be reachable,BUG,Major,ready,Main,apex;go;python;tsql;kotlin;php;scala;swift;plsql;javascript;ruby;cfamily,cwe;unused,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1763/metadata.json
S1764,Identical expressions should not be used on both sides of a binary operator,BUG,Major,ready,All,apex;go;python;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,suspicious,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1764/metadata.json
S1821,"""switch"" statements should not be nested",CODE_SMELL,Critical,ready,All,apex;go;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1821/metadata.json
S1862,"Related ""if/else if"" statements should not have the same condition",BUG,Major,ready,All,apex;go;python;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,unused;pitfall,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1862/metadata.json
S1871,Two branches in a conditional structure should not have exactly the same implementation,CODE_SMELL,Major,ready,Main,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;common;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,design;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,compliant.adoc;exceptions.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1871/metadata.json
S1940,Boolean checks should not be inverted,CODE_SMELL,Minor,ready,All,apex;go;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;ruby,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1940/metadata.json
S1994,"""for"" loop increment clauses should modify the loops' counters",CODE_SMELL,Critical,ready,All,go;java;csharp;javascript,confusing,MAINTAINABILITY:HIGH,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1994/metadata.json
S2053,Password hashing functions should use an unpredictable salt,VULNERABILITY,Critical,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp,cwe,SECURITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2053/metadata.json
S2068,Hard-coded credentials are security-sensitive,SECURITY_HOTSPOT,Blocker,ready,Main,apex;go;python;secrets;tsql;java;vbnet;abap;kotlin;php;xml;json;scala;swift;yaml;csharp;javascript;kubernetes;cobol;ruby;cfamily,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2068/metadata.json
S2076,OS commands should not be vulnerable to command injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2076/metadata.json
S2077,Formatting SQL queries is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,go;python;java;vbnet;php;csharp;javascript;ruby,cwe;bad-practice;sql,MAINTAINABILITY:LOW;SECURITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2077/metadata.json
S2083,I/O function calls should not be vulnerable to path injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2083/metadata.json
S2091,XPath expressions should not be vulnerable to injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2091/metadata.json
S2092,"Creating cookies without the ""secure"" flag is security-sensitive",SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;kotlin;php;csharp;javascript;ruby,cwe;privacy,SECURITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2092/metadata.json
S2245,Using pseudorandom number generators (PRNGs) is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,go;python;dart;java;kotlin;php;csharp;javascript;cfamily,cwe,SECURITY:HIGH,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2245/metadata.json
S2260,Track parsing failures,CODE_SMELL,Major,ready,All,terraform;docker;apex;go;jcl;python;dart;shell;azureresourcemanager;rust;tsql;vb6;java;kotlin;php;xml;ansible;json;githubactions;pli;scala;swift;yaml;csharp;plsql;groovy;javascript;kubernetes;cloudformation;cobol;flex;ruby;cfamily,suspicious,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2260/metadata.json
S2612,Setting loose POSIX file permissions is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,docker;go;python;shell;java;vbnet;php;ansible;githubactions;csharp;javascript;cfamily,cwe,SECURITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2612/metadata.json
S2757,"Non-existent operators like ""=+"" should not be used",BUG,Major,ready,All,apex;go;python;java;vbnet;kotlin;php;common;csharp;javascript;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,code-example.adoc;fix.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2757/metadata.json
S2761,"Doubled prefix operators ""!!"" and ""~~"" should not be used",BUG,Major,ready,All,go;python;tsql;java;vbnet;php;common;csharp;plsql;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2761/metadata.json
S3329,Cipher Block Chaining IVs should be unpredictable,VULNERABILITY,Critical,ready,Main,go;python;java;vbnet;kotlin;common;swift;csharp,cwe,SECURITY:HIGH,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3329/metadata.json
S3330,"Creating cookies without the ""HttpOnly"" flag is security-sensitive",SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;kotlin;php;xml;csharp;javascript;ruby,cwe;privacy,SECURITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3330/metadata.json
S3649,Database queries should not be vulnerable to injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe;sql,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3649/metadata.json
S3776,Cognitive Complexity of functions should not be too high,CODE_SMELL,Critical,ready,All,apex;go;python;dart;rust;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3776/metadata.json
S3923,All branches in a conditional structure should not have exactly the same implementation,BUG,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;abap;kotlin;php;common;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,code-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3923/metadata.json
S3981,Collection sizes and array length comparisons should make sense,BUG,Major,ready,All,go;python;java;vbnet;kotlin;php;swift;csharp;javascript,confusing,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3981/metadata.json
S4036,Searching OS commands in PATH is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;vbnet;php;csharp;javascript,cwe,SECURITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4036/metadata.json
S4143,Map values should not be replaced unconditionally,BUG,Major,ready,All,go;python;java;vbnet;php;swift;csharp;javascript;cfamily,suspicious,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4143/metadata.json
S4144,Methods should not have identical implementations,CODE_SMELL,Major,ready,All,apex;go;python;java;vbnet;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,confusing;duplicate;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4144/metadata.json
S4423,Weak SSL/TLS protocols should not be used,VULNERABILITY,Critical,ready,Main,terraform;docker;go;python;shell;azureresourcemanager;java;vbnet;kotlin;php;common;githubactions;swift;csharp;javascript;cloudformation;ruby;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4423/metadata.json
S4426,Cryptographic keys should be robust,VULNERABILITY,Critical,ready,Main,go;python;java;kotlin;php;common;swift;csharp;javascript;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4426/metadata.json
S4507,Delivering code in production with debug features activated is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,docker;go;python;azureresourcemanager;rpg;java;vbnet;kotlin;php;xml;swift;csharp;javascript;cobol;flex,cwe;error-handling;debug;user-experience,SECURITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4507/metadata.json
S4663,Multi-line comments should not be empty,CODE_SMELL,Minor,ready,Main,apex;go;css;vbnet;kotlin;common;scala;csharp;ruby,,MAINTAINABILITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4663/metadata.json
S4790,Using weak hashing algorithms is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,docker;go;python;dart;shell;tsql;java;vbnet;abap;kotlin;php;githubactions;swift;csharp;plsql;javascript;cfamily,cwe,SECURITY:HIGH,Unknown,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4790/metadata.json
S4830,Server certificates should be verified during SSL/TLS connections,VULNERABILITY,Critical,ready,Main,docker;go;python;dart;shell;java;vbnet;kotlin;php;ansible;common;githubactions;swift;csharp;javascript;ruby;cfamily,cwe;privacy;ssl,SECURITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4830/metadata.json
S5144,Server-side requests should not be vulnerable to forging attacks,VULNERABILITY,Major,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5144/metadata.json
S5145,Logging should not be vulnerable to injection attacks,VULNERABILITY,Minor,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp,cwe,SECURITY:LOW,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5145/metadata.json
S5146,HTTP request redirections should not be open to forging attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5146/metadata.json
S5332,Using clear-text protocols is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,terraform;docker;apex;go;python;dart;shell;azureresourcemanager;java;vbnet;kotlin;php;xml;ansible;common;githubactions;swift;csharp;javascript;kubernetes;cloudformation;cfamily,cwe,SECURITY:HIGH,Unknown,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5332/metadata.json
S5344,Passwords should not be stored in plaintext or with a fast hashing algorithm,VULNERABILITY,Critical,ready,Main,go;python;java;kotlin;xml;common;csharp,cwe;spring,SECURITY:HIGH,Constant/Issue: 30min,Sonar way,message.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5344/metadata.json
S5443,Using publicly writable directories is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,go;python;java;vbnet;csharp;javascript;cfamily,cwe,SECURITY:HIGH,Unknown,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5443/metadata.json
S5445,Insecure temporary file creation methods should not be used,VULNERABILITY,Critical,ready,Main,go;python;java;vbnet;common;csharp,cwe,SECURITY:HIGH,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5445/metadata.json
S5527,Server hostnames should be verified during SSL/TLS connections,VULNERABILITY,Critical,ready,Main,go;python;java;kotlin;php;common;javascript;ruby;cfamily,cwe;privacy;ssl,SECURITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5527/metadata.json
S5542,Encryption algorithms should be used with secure mode and padding scheme,VULNERABILITY,Critical,ready,Main,go;python;dart;java;vbnet;kotlin;php;common;swift;csharp;javascript;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5542/metadata.json
S5547,Cipher algorithms should be robust,VULNERABILITY,Critical,ready,Main,go;python;dart;java;vbnet;kotlin;php;common;swift;csharp;plsql;javascript;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5547/metadata.json
S5659,JWT should be signed and verified with strong cipher algorithms,VULNERABILITY,Critical,ready,Main,go;python;java;vbnet;common;csharp;javascript,cwe;privacy,SECURITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5659/metadata.json
S6096,Extracting archives should not lead to zip slip vulnerabilities,VULNERABILITY,Blocker,ready,Main,go;java;vbnet;kotlin;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S6096/metadata.json
S6350,Constructing arguments of system commands from user input is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,go;python;java;vbnet;kotlin;php;csharp;javascript,cwe,SECURITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S6350/metadata.json
S6418,Hard-coded secrets are security-sensitive,SECURITY_HOTSPOT,Blocker,ready,Main,go;python;secrets;java;vbnet;kotlin;php;json;swift;yaml;csharp;javascript;kubernetes;cfamily,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S6418/metadata.json
S6437,Credentials should not be hard-coded,VULNERABILITY,Blocker,ready,Main,docker;go;python;azureresourcemanager;java;php;ansible;common;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 60min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S6437/metadata.json
S8148,,,,,,go,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S8148/metadata.json
S8151,,,,,,go,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S8151/metadata.json
S8159,,,,,,go,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S8159/metadata.json
