rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1105,An open curly brace should be located at the end of a line,CODE_SMELL,Minor,ready,All,java;php;swift;javascript,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1105/metadata.json
S1106,An open curly brace should be located at the beginning of a line,CODE_SMELL,Minor,ready,All,java;php,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1106/metadata.json
S1107,"Close curly brace and the next ""else"", ""catch"" and ""finally"" keywords should be located on the same line",CODE_SMELL,Minor,ready,All,java,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1107/metadata.json
S1108,"Close curly brace and the next ""else"", ""catch"" and ""finally"" keywords should be on two different lines",CODE_SMELL,Minor,ready,All,java,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1108/metadata.json
S1109,A close curly brace should be located at the beginning of a line,CODE_SMELL,Minor,ready,All,java;php;swift;csharp,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1109/metadata.json
S1110,Redundant pairs of parentheses should be removed,CODE_SMELL,Major,ready,All,apex;go;python;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1110/metadata.json
S1111,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1111/metadata.json
S1113,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1113/metadata.json
S1114,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1114/metadata.json
S1115,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1115/metadata.json
S1116,Empty statements should be removed,CODE_SMELL,Minor,ready,All,go;css;dart;rust;tsql;vb6;java;php;csharp;javascript;flex;cfamily,unused,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1116/metadata.json
S1117,,CODE_SMELL,Major,ready,All,java;php;swift;csharp;plsql;javascript;flex;cfamily,suspicious;pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1117/metadata.json
S1118,Utility classes should not have public constructors,CODE_SMELL,Major,ready,All,dart;java;csharp,design,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1118/metadata.json
S1119,Labels should not be used,CODE_SMELL,Major,ready,All,java;javascript,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1119/metadata.json
S112,Generic exceptions should never be thrown,CODE_SMELL,Major,ready,Main,python;java;vbnet;php;csharp;cfamily,cwe;error-handling,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S112/metadata.json
S1120,Source code should be indented consistently,CODE_SMELL,Minor,ready,All,vb6;java;abap;xml,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1120/metadata.json
S1121,Assignments should not be made from within sub-expressions,CODE_SMELL,Major,ready,All,java;php;csharp;javascript;cfamily,cwe;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1121/metadata.json
S1123,Deprecated elements should have both the annotation and the Javadoc tag,CODE_SMELL,Major,ready,All,dart;java;vbnet;csharp;cfamily,obsolete;bad-practice,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1123/metadata.json
S1124,Modifiers should be declared in the correct order,CODE_SMELL,Minor,ready,All,java;php,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1124/metadata.json
S1125,Boolean literals should not be redundant,CODE_SMELL,Minor,ready,All,apex;go;vb6;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1125/metadata.json
S1126,"Return of boolean expressions should not be wrapped into an ""if-then-else"" statement",CODE_SMELL,Minor,ready,All,vb6;java;php;plsql;javascript,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1126/metadata.json
S1128,Unnecessary imports should be removed,CODE_SMELL,Minor,ready,All,python;css;dart;java;kotlin;csharp;javascript,unused,MAINTAINABILITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1128/metadata.json
S113,Files should end with a newline,CODE_SMELL,Minor,ready,All,python;dart;java;php;swift;csharp;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S113/metadata.json
S1130,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1130/metadata.json
S1132,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1132/metadata.json
S1133,Deprecated code should be removed,CODE_SMELL,Info,ready,All,dart;java;vbnet;kotlin;swift;csharp;cfamily,obsolete,MAINTAINABILITY:INFO,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1133/metadata.json
S1134,"Track uses of ""FIXME"" tags",CODE_SMELL,Major,ready,All,apex;go;python;dart;tsql;vb6;java;html;vbnet;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,cwe,MAINTAINABILITY:MEDIUM,Constant/Issue: 0min,Sonar way,non-compliant-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1134/metadata.json
S1135,"Track uses of ""TODO"" tags",CODE_SMELL,Info,ready,All,terraform;docker;apex;go;python;dart;shell;azureresourcemanager;tsql;vb6;java;html;vbnet;kotlin;php;xml;ansible;githubactions;scala;swift;csharp;plsql;javascript;kubernetes;cloudformation;cobol;ruby;cfamily,cwe,MAINTAINABILITY:INFO,Constant/Issue: 0min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1135/metadata.json
S114,Interface names should comply with a naming convention,CODE_SMELL,Minor,ready,All,java;vbnet;abap;php;swift,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S114/metadata.json
S1141,Try-catch blocks should not be nested,CODE_SMELL,Major,ready,All,java;cfamily,error-handling;confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1141/metadata.json
S1142,Functions should not contain too many return statements,CODE_SMELL,Major,ready,Main,python;java;php;swift;flex;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1142/metadata.json
S1143,"Jump statements should not occur in ""finally"" blocks",BUG,Critical,ready,All,python;dart;java;kotlin;javascript;cfamily,cwe;error-handling,RELIABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1143/metadata.json
S1144,"Unused ""private"" methods should be removed",CODE_SMELL,Major,ready,All,apex;python;java;kotlin;php;scala;swift;csharp;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1144/metadata.json
S1145,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed",BUG,Major,superseded,All,apex;go;python;rpg;vb6;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,cwe,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1145/metadata.json
S1147,Exit methods should not be called,CODE_SMELL,Blocker,ready,Main,java;vbnet;pli;csharp,cwe;suspicious,MAINTAINABILITY:BLOCKER,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1147/metadata.json
S1148,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1148/metadata.json
S1149,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1149/metadata.json
S115,Constant names should comply with a naming convention,CODE_SMELL,Critical,ready,All,dart;vb6;java;php;common;swift;plsql;flex,convention,MAINTAINABILITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S115/metadata.json
S1150,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1150/metadata.json
S1151,"""switch case"" clauses should not have too many lines of code",CODE_SMELL,Major,ready,Main,apex;go;shell;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1151/metadata.json
S1153,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1153/metadata.json
S1155,"""Collection.isEmpty()"" should be used to test for emptiness",CODE_SMELL,Minor,ready,All,dart;java;vbnet;php;swift;csharp;cfamily,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1155/metadata.json
S1157,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1157/metadata.json
S1158,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1158/metadata.json
S116,Field names should comply with a naming convention,CODE_SMELL,Minor,ready,All,python;java;php;swift;csharp;flex;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S116/metadata.json
S1160,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1160/metadata.json
S1161,"""@override"" should be used on overriding members",CODE_SMELL,Major,ready,All,dart;java,bad-practice,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1161/metadata.json
S1162,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1162/metadata.json
S1163,Exceptions should not be thrown in finally blocks,CODE_SMELL,Critical,ready,Main,java;vbnet;csharp;cfamily,error-handling;suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1163/metadata.json
S1164,Exceptions should not be caught and immediately rethrown,CODE_SMELL,Major,closed,Main,java;csharp,,,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1164/metadata.json
S1165,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1165/metadata.json
S1166,Exception handlers should preserve the original exceptions,CODE_SMELL,Major,ready,Main,java;abap;plsql,cwe;error-handling;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1166/metadata.json
S1168,Empty arrays and collections should be returned instead of null,CODE_SMELL,Major,ready,Main,java;csharp,,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1168/metadata.json
S117,Local variable and function parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,apex;go;python;azureresourcemanager;tsql;java;vbnet;kotlin;php;scala;swift;plsql;javascript;kubernetes;flex;ruby;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S117/metadata.json
S1170,"Public constants and fields initialized at declaration should be ""static final"" rather than merely ""final""",CODE_SMELL,Minor,ready,All,java;flex,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1170/metadata.json
S1171,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1171/metadata.json
S1172,Unused function parameters should be removed,CODE_SMELL,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1172/metadata.json
S1174,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1174/metadata.json
S1175,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1175/metadata.json
S1176,"Public types, methods and fields (API) should be documented",CODE_SMELL,Major,ready,All,java;php;flex,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1176/metadata.json
S118,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S118/metadata.json
S1181,Throwable and Error should not be caught,CODE_SMELL,Major,ready,Main,java;cfamily,cwe;error-handling;bad-practice;cert,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1181/metadata.json
S1182,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1182/metadata.json
S1185,Overriding methods should do more than simply call the same method in the super class ,CODE_SMELL,Minor,ready,All,dart;java;php;csharp;flex;cfamily,redundant;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1185/metadata.json
S1186,Methods should not be empty,CODE_SMELL,Critical,ready,All,apex;go;jcl;python;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1186/metadata.json
S1188,Anonymous classes should not have too many lines,CODE_SMELL,Major,ready,Main,java;swift;csharp;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1188/metadata.json
S1189,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1189/metadata.json
S119,Type parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,java;vbnet;swift,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S119/metadata.json
S1190,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1190/metadata.json
S1191,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1191/metadata.json
S1192,String literals should not be duplicated,CODE_SMELL,Critical,ready,Main,apex;go;python;dart;shell;azureresourcemanager;rpg;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby,design,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1192/metadata.json
S1193,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1193/metadata.json
S1194,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1194/metadata.json
S1195,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1195/metadata.json
S1196,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1196/metadata.json
S1197,"Array designators ""[]"" should be on the type, not the variable",CODE_SMELL,Minor,ready,All,java;vbnet,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1197/metadata.json
S1199,Nested code blocks should not be used,CODE_SMELL,Minor,ready,All,java;csharp;javascript;cfamily,bad-practice,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1199/metadata.json
S120,Package names should comply with a naming convention,CODE_SMELL,Minor,ready,All,dart;java;plsql;flex,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S120/metadata.json
S1200,Classes should not be coupled to too many other classes,CODE_SMELL,Major,ready,Main,java;vbnet;php;csharp,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 2h,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1200/metadata.json
S1201,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1201/metadata.json
S1206,"""equals(Object obj)"" and ""hashCode()"" should be overridden in pairs",BUG,Minor,ready,Main,dart;java;kotlin;csharp,cwe,RELIABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1206/metadata.json
S121,Control structures should use curly braces,CODE_SMELL,Critical,ready,All,dart;tsql;java;kotlin;php;common;pli;csharp;javascript;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S121/metadata.json
S1210,"""equals(Object obj)"" should be overridden along with the ""compareTo(T obj)"" method",CODE_SMELL,Minor,ready,Main,java;csharp,,MAINTAINABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1210/metadata.json
S1213,The members of an interface or class declaration should appear in a pre-defined order,CODE_SMELL,Minor,ready,All,java,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1213/metadata.json
S1214,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1214/metadata.json
S1215,Execution of the Garbage Collector should be triggered only by the JVM,CODE_SMELL,Critical,ready,All,java;csharp,unpredictable;bad-practice,MAINTAINABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1215/metadata.json
S1217,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1217/metadata.json
S1219,"""switch"" statements should not contain non-case labels",CODE_SMELL,Blocker,ready,All,java;javascript;cfamily,suspicious,MAINTAINABILITY:BLOCKER,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1219/metadata.json
S122,Statements should be on separate lines,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;common;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S122/metadata.json
S1220,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1220/metadata.json
S1221,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1221/metadata.json
S1223,Non-constructor methods should not have the same name as the enclosing class,CODE_SMELL,Major,ready,All,java,pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1223/metadata.json
S1224,Field names should not match any method names,CODE_SMELL,Major,closed,Main,java;vbnet;csharp;flex;cfamily,,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1224/metadata.json
S1226,"Method parameters, caught exceptions and foreach variables' initial values should not be ignored",BUG,Minor,ready,All,python;java;vbnet;php;csharp;javascript;cfamily,,RELIABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1226/metadata.json
S1228,,,,,,java,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1228/metadata.json
S124,Track comments matching a regular expression,CODE_SMELL,Major,ready,Main,python;java;pli;plsql;javascript;cobol;flex,,MAINTAINABILITY:MEDIUM,Constant/Issue: 0min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S124/metadata.json
