rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1110,Redundant pairs of parentheses should be removed,CODE_SMELL,Major,ready,All,apex;go;python;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1110/metadata.json
S1116,Empty statements should be removed,CODE_SMELL,Minor,ready,All,go;css;dart;rust;tsql;vb6;java;php;csharp;javascript;flex;cfamily,unused,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1116/metadata.json
S1117,,CODE_SMELL,Major,ready,All,java;php;swift;csharp;plsql;javascript;flex;cfamily,suspicious;pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1117/metadata.json
S1118,Utility classes should not have public constructors,CODE_SMELL,Major,ready,All,dart;java;csharp,design,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1118/metadata.json
S112,Generic exceptions should never be thrown,CODE_SMELL,Major,ready,Main,python;java;vbnet;php;csharp;cfamily,cwe;error-handling,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S112/metadata.json
S1121,Assignments should not be made from within sub-expressions,CODE_SMELL,Major,ready,All,java;php;csharp;javascript;cfamily,cwe;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1121/metadata.json
S1123,Deprecated elements should have both the annotation and the Javadoc tag,CODE_SMELL,Major,ready,All,dart;java;vbnet;csharp;cfamily,obsolete;bad-practice,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1123/metadata.json
S1125,Boolean literals should not be redundant,CODE_SMELL,Minor,ready,All,apex;go;vb6;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1125/metadata.json
S1128,Unnecessary imports should be removed,CODE_SMELL,Minor,ready,All,python;css;dart;java;kotlin;csharp;javascript,unused,MAINTAINABILITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1128/metadata.json
S113,Files should end with a newline,CODE_SMELL,Minor,ready,All,python;dart;java;php;swift;csharp;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S113/metadata.json
S1133,Deprecated code should be removed,CODE_SMELL,Info,ready,All,dart;java;vbnet;kotlin;swift;csharp;cfamily,obsolete,MAINTAINABILITY:INFO,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1133/metadata.json
S1134,"Track uses of ""FIXME"" tags",CODE_SMELL,Major,ready,All,apex;go;python;dart;tsql;vb6;java;html;vbnet;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,cwe,MAINTAINABILITY:MEDIUM,Constant/Issue: 0min,Sonar way,non-compliant-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1134/metadata.json
S1135,"Track uses of ""TODO"" tags",CODE_SMELL,Info,ready,All,terraform;docker;apex;go;python;dart;shell;azureresourcemanager;tsql;vb6;java;html;vbnet;kotlin;php;xml;ansible;githubactions;scala;swift;csharp;plsql;javascript;kubernetes;cloudformation;cobol;ruby;cfamily,cwe,MAINTAINABILITY:INFO,Constant/Issue: 0min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1135/metadata.json
S1144,"Unused ""private"" methods should be removed",CODE_SMELL,Major,ready,All,apex;python;java;kotlin;php;scala;swift;csharp;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rspecator.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1144/metadata.json
S1145,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed",BUG,Major,superseded,All,apex;go;python;rpg;vb6;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,cwe,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1145/metadata.json
S1147,Exit methods should not be called,CODE_SMELL,Blocker,ready,Main,java;vbnet;pli;csharp,cwe;suspicious,MAINTAINABILITY:BLOCKER,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1147/metadata.json
S1151,"""switch case"" clauses should not have too many lines of code",CODE_SMELL,Major,ready,Main,apex;go;shell;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1151/metadata.json
S1155,"""Collection.isEmpty()"" should be used to test for emptiness",CODE_SMELL,Minor,ready,All,dart;java;vbnet;php;swift;csharp;cfamily,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1155/metadata.json
S116,Field names should comply with a naming convention,CODE_SMELL,Minor,ready,All,python;java;php;swift;csharp;flex;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S116/metadata.json
S1163,Exceptions should not be thrown in finally blocks,CODE_SMELL,Critical,ready,Main,java;vbnet;csharp;cfamily,error-handling;suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1163/metadata.json
S1164,Exceptions should not be caught and immediately rethrown,CODE_SMELL,Major,closed,Main,java;csharp,,,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1164/metadata.json
S1168,Empty arrays and collections should be returned instead of null,CODE_SMELL,Major,ready,Main,java;csharp,,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1168/metadata.json
S1172,Unused function parameters should be removed,CODE_SMELL,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1172/metadata.json
S1185,Overriding methods should do more than simply call the same method in the super class ,CODE_SMELL,Minor,ready,All,dart;java;php;csharp;flex;cfamily,redundant;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1185/metadata.json
S1186,Methods should not be empty,CODE_SMELL,Critical,ready,All,apex;go;jcl;python;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1186/metadata.json
S1188,Anonymous classes should not have too many lines,CODE_SMELL,Major,ready,Main,java;swift;csharp;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1188/metadata.json
S1192,String literals should not be duplicated,CODE_SMELL,Critical,ready,Main,apex;go;python;dart;shell;azureresourcemanager;rpg;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby,design,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1192/metadata.json
S1199,Nested code blocks should not be used,CODE_SMELL,Minor,ready,All,java;csharp;javascript;cfamily,bad-practice,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1199/metadata.json
S1200,Classes should not be coupled to too many other classes,CODE_SMELL,Major,ready,Main,java;vbnet;php;csharp,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 2h,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1200/metadata.json
S1206,"""equals(Object obj)"" and ""hashCode()"" should be overridden in pairs",BUG,Minor,ready,Main,dart;java;kotlin;csharp,cwe,RELIABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1206/metadata.json
S121,Control structures should use curly braces,CODE_SMELL,Critical,ready,All,dart;tsql;java;kotlin;php;common;pli;csharp;javascript;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 2min,,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S121/metadata.json
S1210,"""equals(Object obj)"" should be overridden along with the ""compareTo(T obj)"" method",CODE_SMELL,Minor,ready,Main,java;csharp,,MAINTAINABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1210/metadata.json
S1215,Execution of the Garbage Collector should be triggered only by the JVM,CODE_SMELL,Critical,ready,All,java;csharp,unpredictable;bad-practice,MAINTAINABILITY:HIGH,Constant/Issue: 30min,Sonar way,rspecator.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1215/metadata.json
S122,Statements should be on separate lines,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;common;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S122/metadata.json
S1224,Field names should not match any method names,CODE_SMELL,Major,closed,Main,java;vbnet;csharp;flex;cfamily,,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1224/metadata.json
S1226,"Method parameters, caught exceptions and foreach variables' initial values should not be ignored",BUG,Minor,ready,All,python;java;vbnet;php;csharp;javascript;cfamily,,RELIABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1226/metadata.json
S1227,break statements should not be used except for switch cases,CODE_SMELL,Minor,deprecated,All,csharp;cfamily,,MAINTAINABILITY:LOW,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1227/metadata.json
S1244,Floating point numbers should not be tested for equality,BUG,Major,ready,All,python;java;swift;csharp;javascript;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1244/metadata.json
S125,Sections of code should not be commented out,CODE_SMELL,Major,ready,All,apex;python;css;rpg;tsql;java;html;abap;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S125/metadata.json
S126,"""if ... else if"" constructs should end with ""else"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;ruby;cfamily,,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S126/metadata.json
S1264,"A ""while"" loop should be used instead of a ""for"" loop",CODE_SMELL,Minor,ready,All,java;php;csharp;javascript;cfamily,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1264/metadata.json
S127,"""for"" loop stop conditions should be invariant",CODE_SMELL,Major,ready,All,java;php;csharp;javascript;flex;cfamily,pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S127/metadata.json
S1301,"""switch"" statements should have at least 3 ""case"" clauses",CODE_SMELL,Minor,ready,All,vb6;java;vbnet;abap;php;swift;csharp;javascript;flex;cfamily,bad-practice,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1301/metadata.json
S1309,"Track uses of ""@SuppressWarnings"" annotations",CODE_SMELL,Info,ready,All,python;java;csharp,,MAINTAINABILITY:INFO,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1309/metadata.json
S131,"""switch"" statements should have ""default"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;tsql;vb6;java;vbnet;abap;kotlin;php;pli;scala;csharp;plsql;javascript;cobol;flex;ruby;cfamily,cwe,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S131/metadata.json
S1312,"Loggers should be ""private static final"" and should share a naming convention",CODE_SMELL,Minor,ready,Main,java;csharp;flex,convention;logging,MAINTAINABILITY:LOW,Constant/Issue: 5min,,compliant.adoc;noncompliant.adoc;resources.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1312/metadata.json
S1313,Using hardcoded IP addresses is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,,SECURITY:LOW,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1313/metadata.json
S134,"Control flow statements ""if"", ""for"", ""while"", ""switch"" and ""try"" should not be nested too deeply",CODE_SMELL,Critical,ready,All,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S134/metadata.json
S138,Functions should not have too many lines of code,CODE_SMELL,Major,ready,Main,apex;go;python;shell;rpg;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S138/metadata.json
S1444,"""public static"" fields should be constant",CODE_SMELL,Minor,ready,Main,java;csharp;javascript;flex,cwe,MAINTAINABILITY:LOW,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1444/metadata.json
S1449,String operations should not rely on the default system locale,CODE_SMELL,Minor,ready,Main,java;csharp,unpredictable,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1449/metadata.json
S1450,Private fields only used as local variables in methods should become local variables,CODE_SMELL,Minor,ready,Main,java;csharp,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1450/metadata.json
S1451,Track lack of copyright and license headers,CODE_SMELL,Blocker,ready,All,apex;go;python;rpg;tsql;java;html;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1451/metadata.json
S1477,Source files should not have any duplicated blocks,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,pitfall,,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1477/metadata.json
S1479,"""switch"" statements should not have too many ""case"" clauses",CODE_SMELL,Major,ready,All,apex;go;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1479/metadata.json
S1481,Unused local variables should be removed,CODE_SMELL,Minor,ready,All,apex;python;dart;shell;azureresourcemanager;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1481/metadata.json
S1482,Branches should have sufficient coverage by unit tests,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1482/metadata.json
S1483,Lines should have sufficient coverage by unit tests,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1483/metadata.json
S1484,Track instances of below-threshold comment line density,CODE_SMELL,Minor,closed,Main,python;rpg;tsql;vb6;java;html;vbnet;abap;php;xml;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,convention,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1484/metadata.json
S1488,Local variables should not be declared and then immediately returned or thrown,CODE_SMELL,Minor,ready,All,rust;java;php;csharp;javascript,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1488/metadata.json
S1523,Dynamically executing code is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,python;tsql;java;vbnet;abap;php;swift;csharp;plsql;javascript,cwe,MAINTAINABILITY:LOW;SECURITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1523/metadata.json
S1541,Cyclomatic Complexity of functions should not be too high,CODE_SMELL,Critical,ready,Main,python;dart;rpg;vb6;java;vbnet;abap;php;swift;csharp;plsql;javascript;flex;cfamily,brain-overload,MAINTAINABILITY:HIGH,Linear with offset,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1541/metadata.json
S1606,Failed unit tests should be fixed,CODE_SMELL,Blocker,closed,Tests,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,tests,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1606/metadata.json
S1607,Tests should not be ignored,CODE_SMELL,Major,ready,Tests,python;java;php;csharp;javascript,tests;bad-practice;confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1607/metadata.json
S1643,Strings should not be concatenated using '+' in a loop,CODE_SMELL,Minor,ready,Main,java;vbnet;csharp,performance,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1643/metadata.json
S1656,Variables should not be self-assigned,BUG,Major,ready,All,apex;go;python;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;csharp;plsql;javascript;cobol;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 3min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1656/metadata.json
S1659,Multiple variables should not be declared on the same line,CODE_SMELL,Minor,ready,All,go;tsql;vb6;java;vbnet;swift;csharp;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1659/metadata.json
S1669,Keywords should not be used as variable names,CODE_SMELL,Blocker,ready,Main,abap;pli;csharp;cfamily,pitfall,MAINTAINABILITY:BLOCKER,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1669/metadata.json
S1677,Comment indentation should match code indentation,CODE_SMELL,Minor,closed,Main,python;vb6;java;html;vbnet;abap;php;xml;csharp;javascript;flex;cfamily,convention,,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1677/metadata.json
S1694,An abstract class should have both abstract and concrete methods,CODE_SMELL,Minor,ready,Main,java;csharp,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1694/metadata.json
S1696,"""NullPointerException"" should not be caught",CODE_SMELL,Major,ready,Main,java;csharp,cwe;error-handling,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1696/metadata.json
S1697,Short-circuit logic should be used to prevent null pointer dereferences in conditionals,BUG,Major,superseded,All,java;php;csharp;javascript,,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1697/metadata.json
S1698,"""=="" and ""!="" should not be used when ""equals"" is overridden",CODE_SMELL,Minor,ready,Main,java;csharp,cwe;suspicious,MAINTAINABILITY:LOW,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1698/metadata.json
