rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1131,Lines should not end with trailing whitespaces,CODE_SMELL,Minor,ready,Main,python;vb6;php;swift;plsql;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1131/metadata.json
S1133,Deprecated code should be removed,CODE_SMELL,Info,ready,All,dart;java;vbnet;kotlin;swift;csharp;cfamily,obsolete,MAINTAINABILITY:INFO,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1133/metadata.json
S1134,"Track uses of ""FIXME"" tags",CODE_SMELL,Major,ready,All,apex;go;python;dart;tsql;vb6;java;html;vbnet;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,cwe,MAINTAINABILITY:MEDIUM,Constant/Issue: 0min,Sonar way,non-compliant-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1134/metadata.json
S1135,"Track uses of ""TODO"" tags",CODE_SMELL,Info,ready,All,terraform;docker;apex;go;python;dart;shell;azureresourcemanager;tsql;vb6;java;html;vbnet;kotlin;php;xml;ansible;githubactions;scala;swift;csharp;plsql;javascript;kubernetes;cloudformation;cobol;ruby;cfamily,cwe,MAINTAINABILITY:INFO,Constant/Issue: 0min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1135/metadata.json
S114,Interface names should comply with a naming convention,CODE_SMELL,Minor,ready,All,java;vbnet;abap;php;swift,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S114/metadata.json
S1142,Functions should not contain too many return statements,CODE_SMELL,Major,ready,Main,python;java;php;swift;flex;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1142/metadata.json
S1144,"Unused ""private"" methods should be removed",CODE_SMELL,Major,ready,All,apex;python;java;kotlin;php;scala;swift;csharp;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1144/metadata.json
S1145,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed",BUG,Major,superseded,All,apex;go;python;rpg;vb6;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,cwe,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1145/metadata.json
S115,Constant names should comply with a naming convention,CODE_SMELL,Critical,ready,All,dart;vb6;java;php;common;swift;plsql;flex,convention,MAINTAINABILITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S115/metadata.json
S1151,"""switch case"" clauses should not have too many lines of code",CODE_SMELL,Major,ready,Main,apex;go;shell;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1151/metadata.json
S1155,"""Collection.isEmpty()"" should be used to test for emptiness",CODE_SMELL,Minor,ready,All,dart;java;vbnet;php;swift;csharp;cfamily,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1155/metadata.json
S116,Field names should comply with a naming convention,CODE_SMELL,Minor,ready,All,python;java;php;swift;csharp;flex;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S116/metadata.json
S117,Local variable and function parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,apex;go;python;azureresourcemanager;tsql;java;vbnet;kotlin;php;scala;swift;plsql;javascript;kubernetes;flex;ruby;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S117/metadata.json
S1172,Unused function parameters should be removed,CODE_SMELL,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1172/metadata.json
S1186,Methods should not be empty,CODE_SMELL,Critical,ready,All,apex;go;jcl;python;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1186/metadata.json
S1188,Anonymous classes should not have too many lines,CODE_SMELL,Major,ready,Main,java;swift;csharp;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1188/metadata.json
S119,Type parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,java;vbnet;swift,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S119/metadata.json
S1192,String literals should not be duplicated,CODE_SMELL,Critical,ready,Main,apex;go;python;dart;shell;azureresourcemanager;rpg;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby,design,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1192/metadata.json
S122,Statements should be on separate lines,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;common;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S122/metadata.json
S1244,Floating point numbers should not be tested for equality,BUG,Major,ready,All,python;java;swift;csharp;javascript;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1244/metadata.json
S125,Sections of code should not be commented out,CODE_SMELL,Major,ready,All,apex;python;css;rpg;tsql;java;html;abap;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S125/metadata.json
S126,"""if ... else if"" constructs should end with ""else"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;ruby;cfamily,,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S126/metadata.json
S1301,"""switch"" statements should have at least 3 ""case"" clauses",CODE_SMELL,Minor,ready,All,vb6;java;vbnet;abap;php;swift;csharp;javascript;flex;cfamily,bad-practice,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1301/metadata.json
S1311,Cyclomatic Complexity of classes should not be too high,CODE_SMELL,Critical,deprecated,Main,python;java;abap;php;swift;flex;cfamily,brain-overload,,Linear with offset,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1311/metadata.json
S1313,Using hardcoded IP addresses is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,,SECURITY:LOW,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1313/metadata.json
S134,"Control flow statements ""if"", ""for"", ""while"", ""switch"" and ""try"" should not be nested too deeply",CODE_SMELL,Critical,ready,All,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S134/metadata.json
S138,Functions should not have too many lines of code,CODE_SMELL,Major,ready,Main,apex;go;python;shell;rpg;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S138/metadata.json
S139,Comments should not be located at the end of lines of code,CODE_SMELL,Minor,ready,All,python;vb6;java;vbnet;php;swift;plsql;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S139/metadata.json
S1438,Statements should end with semicolons,CODE_SMELL,Minor,ready,Main,swift;javascript;flex,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1438/metadata.json
S1451,Track lack of copyright and license headers,CODE_SMELL,Blocker,ready,All,apex;go;python;rpg;tsql;java;html;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1451/metadata.json
S1477,Source files should not have any duplicated blocks,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,pitfall,,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1477/metadata.json
S1479,"""switch"" statements should not have too many ""case"" clauses",CODE_SMELL,Major,ready,All,apex;go;tsql;vb6;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1479/metadata.json
S1481,Unused local variables should be removed,CODE_SMELL,Minor,ready,All,apex;python;dart;shell;azureresourcemanager;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1481/metadata.json
S1482,Branches should have sufficient coverage by unit tests,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1482/metadata.json
S1483,Lines should have sufficient coverage by unit tests,CODE_SMELL,Critical,closed,Main,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1483/metadata.json
S1484,Track instances of below-threshold comment line density,CODE_SMELL,Minor,closed,Main,python;rpg;tsql;vb6;java;html;vbnet;abap;php;xml;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,convention,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1484/metadata.json
S1523,Dynamically executing code is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,python;tsql;java;vbnet;abap;php;swift;csharp;plsql;javascript,cwe,MAINTAINABILITY:LOW;SECURITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1523/metadata.json
S1541,Cyclomatic Complexity of functions should not be too high,CODE_SMELL,Critical,ready,Main,python;dart;rpg;vb6;java;vbnet;abap;php;swift;csharp;plsql;javascript;flex;cfamily,brain-overload,MAINTAINABILITY:HIGH,Linear with offset,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1541/metadata.json
S1606,Failed unit tests should be fixed,CODE_SMELL,Blocker,closed,Tests,python;rpg;vb6;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,tests,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1606/metadata.json
S1642,"""struct"" names should comply with a naming convention",CODE_SMELL,Minor,ready,Main,swift;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1642/metadata.json
S1659,Multiple variables should not be declared on the same line,CODE_SMELL,Minor,ready,All,go;tsql;vb6;java;vbnet;swift;csharp;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1659/metadata.json
S1700,A field should not duplicate the name of its containing class,CODE_SMELL,Major,ready,All,python;java;vbnet;php;swift;csharp;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1700/metadata.json
S1751,Loops with at most one iteration should be refactored,BUG,Major,ready,All,go;python;rust;tsql;java;vbnet;abap;php;swift;csharp;plsql;javascript;cfamily,confusing;bad-practice,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1751/metadata.json
S1763,All code should be reachable,BUG,Major,ready,Main,apex;go;python;tsql;kotlin;php;scala;swift;plsql;javascript;ruby;cfamily,cwe;unused,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1763/metadata.json
S1764,Identical expressions should not be used on both sides of a binary operator,BUG,Major,ready,All,apex;go;python;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,suspicious,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1764/metadata.json
S1821,"""switch"" statements should not be nested",CODE_SMELL,Critical,ready,All,apex;go;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1821/metadata.json
S1845,Methods and field names should not be the same or differ only by capitalization,CODE_SMELL,Blocker,ready,All,python;java;swift,confusing,MAINTAINABILITY:BLOCKER,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1845/metadata.json
S1854,Unused assignments should be removed,CODE_SMELL,Major,ready,All,python;dart;java;php;swift;csharp;plsql;javascript;cfamily,cwe;unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1854/metadata.json
S1862,"Related ""if/else if"" statements should not have the same condition",BUG,Major,ready,All,apex;go;python;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,unused;pitfall,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1862/metadata.json
S1871,Two branches in a conditional structure should not have exactly the same implementation,CODE_SMELL,Major,ready,Main,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;common;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,design;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,compliant.adoc;exceptions.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1871/metadata.json
S1908,Files should not be too complex,CODE_SMELL,Major,deprecated,Main,python;html;swift;plsql;cfamily,,,Linear with offset,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1908/metadata.json
S1940,Boolean checks should not be inverted,CODE_SMELL,Minor,ready,All,apex;go;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;ruby,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1940/metadata.json
S1996,Files should contain only one top-level class or interface each,CODE_SMELL,Major,ready,All,java;vbnet;php;swift;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1996/metadata.json
S2007,Functions and variables should not be defined outside of classes,CODE_SMELL,Blocker,ready,Main,php;swift;plsql,design,MAINTAINABILITY:BLOCKER,Constant/Issue: 15min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2007/metadata.json
S2042,Classes should not have too many lines of code,CODE_SMELL,Major,ready,Main,php;swift,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 1h,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2042/metadata.json
S2068,Hard-coded credentials are security-sensitive,SECURITY_HOTSPOT,Blocker,ready,Main,apex;go;python;secrets;tsql;java;vbnet;abap;kotlin;php;xml;json;scala;swift;yaml;csharp;javascript;kubernetes;cobol;ruby;cfamily,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2068/metadata.json
S2070,SHA-1 and Message-Digest hash algorithms should not be used in secure contexts,VULNERABILITY,Critical,deprecated,Main,python;tsql;java;php;swift;csharp;plsql;javascript;cfamily,,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2070/metadata.json
S2094,Classes should not be empty,CODE_SMELL,Minor,ready,All,java;vbnet;swift;csharp;javascript,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2094/metadata.json
S2108,Fields that are never updated should be constant,CODE_SMELL,Minor,ready,Main,swift,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2108/metadata.json
S2148,Underscores should be used to make large numbers readable,CODE_SMELL,Minor,ready,All,rust;java;swift;csharp,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2148/metadata.json
S2197,Modulus results should not be checked for direct equality,CODE_SMELL,Critical,ready,All,java;swift;csharp;javascript,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2197/metadata.json
S2201,Return values from functions without side effects should not be ignored,BUG,Major,ready,Main,python;java;php;swift;csharp;javascript,suspicious;confusing,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2201/metadata.json
S2260,Track parsing failures,CODE_SMELL,Major,ready,All,terraform;docker;apex;go;jcl;python;dart;shell;azureresourcemanager;rust;tsql;vb6;java;kotlin;php;xml;ansible;json;githubactions;pli;scala;swift;yaml;csharp;plsql;groovy;javascript;kubernetes;cloudformation;cobol;flex;ruby;cfamily,suspicious,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2260/metadata.json
S2278,Neither DES (Data Encryption Standard) nor DESede (3DES) should be used,VULNERABILITY,Blocker,superseded,Main,python;java;php;swift;csharp;plsql;cfamily,cwe,,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2278/metadata.json
S2309,Files should not be empty,CODE_SMELL,Minor,ready,All,java;swift,unused,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2309/metadata.json
S2342,Enumeration types should comply with a naming convention,CODE_SMELL,Minor,ready,All,vbnet;swift;csharp;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2342/metadata.json
S2343,Enumeration values should comply with a naming convention,CODE_SMELL,Minor,ready,Main,vbnet;swift;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2343/metadata.json
S2495,Flag arguments should not be used,CODE_SMELL,Major,closed,Main,python;vb6;java;vbnet;php;swift;csharp;javascript;flex;cfamily,clumsy,,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2495/metadata.json
S2523,Comments should not be nested,CODE_SMELL,Major,deprecated,Main,swift;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 15min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2523/metadata.json
S2575,"Untrusted data should be escaped before being saved into ""HTTP"" or ""JSP"" classes ",VULNERABILITY,Critical,closed,Main,python;java;vbnet;abap;php;swift;csharp;cobol;cfamily,cwe,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2575/metadata.json
S2595,Branches should have sufficient coverage by integration tests,CODE_SMELL,Major,closed,Main,python;vb6;java;html;vbnet;php;swift;csharp;javascript;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2595/metadata.json
S2608,Cookies and form values should not be relied on to make security decisions,VULNERABILITY,Critical,superseded,Main,python;vb6;java;html;vbnet;php;swift;csharp;flex;cfamily,cwe,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2608/metadata.json
