rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1016,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1016/metadata.json
S1017,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1017/metadata.json
S1018,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1018/metadata.json
S1019,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1019/metadata.json
S1021,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1021/metadata.json
S1022,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1022/metadata.json
S1023,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1023/metadata.json
S1024,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1024/metadata.json
S1025,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1025/metadata.json
S1026,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1026/metadata.json
S1027,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1027/metadata.json
S1028,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1028/metadata.json
S1029,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1029/metadata.json
S103,Lines should not be too long,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;html;vbnet;abap;kotlin;php;xml;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S103/metadata.json
S1030,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1030/metadata.json
S1031,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1031/metadata.json
S1032,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1032/metadata.json
S1033,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1033/metadata.json
S1034,Exceptions should only be used for error handling,CODE_SMELL,Critical,ready,Main,cfamily,clumsy,,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1034/metadata.json
S1035,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1035/metadata.json
S1036,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1036/metadata.json
S1037,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1037/metadata.json
S1038,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1038/metadata.json
S1039,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1039/metadata.json
S104,Files should not have too many lines of code,CODE_SMELL,Major,ready,All,apex;go;python;rpg;tsql;vb6;java;html;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 1h,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S104/metadata.json
S1040,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1040/metadata.json
S1042,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1042/metadata.json
S1044,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1044/metadata.json
S1045,Handlers in a single try-catch or function-try-block for a derived class and some or all of its bases should be ordered most-derived-first,BUG,Major,ready,Main,python;php;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1045/metadata.json
S1046,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1046/metadata.json
S1047,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1047/metadata.json
S1048,Destructors should not throw exceptions,BUG,Critical,ready,Main,vbnet;csharp;cfamily,,RELIABILITY:HIGH,Constant/Issue: 30min,Sonar way,documentation.adoc;how_to_fix_it.adoc;related_rules.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1048/metadata.json
S1049,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1049/metadata.json
S105,Tabulation characters should not be used,CODE_SMELL,Minor,ready,All,apex;tsql;vb6;java;html;vbnet;abap;kotlin;php;xml;scala;swift;csharp;javascript;cobol;ruby;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S105/metadata.json
S1050,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1050/metadata.json
S1051,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1051/metadata.json
S1052,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1052/metadata.json
S1053,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1053/metadata.json
S1054,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1054/metadata.json
S1055,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1055/metadata.json
S106,Standard outputs should not be used directly to log anything,CODE_SMELL,Major,ready,Main,dart;rust;java;csharp;javascript;cfamily,bad-practice,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S106/metadata.json
S1065,Unused labels should be removed,CODE_SMELL,Major,ready,All,dart;tsql;java;swift;plsql;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1065/metadata.json
S1066,"Mergeable ""if"" statements should be combined",CODE_SMELL,Major,ready,All,apex;go;python;shell;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,clumsy,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1066/metadata.json
S1067,Expressions should not be too complex,CODE_SMELL,Critical,ready,All,apex;go;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;cobol;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Linear with offset,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1067/metadata.json
S1068,"Unused ""private"" fields should be removed",CODE_SMELL,Major,ready,All,dart;rpg;vb6;java;php;plsql;javascript;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1068/metadata.json
S107,Functions should not have too many parameters,CODE_SMELL,Major,ready,All,apex;go;python;dart;rust;tsql;vb6;java;vbnet;kotlin;php;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,noncompliant.adoc;rule.adoc;split-example.adoc;struct-example.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S107/metadata.json
S1079,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1079/metadata.json
S108,Nested blocks of code should not be left empty,CODE_SMELL,Major,ready,All,apex;go;python;rpg;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S108/metadata.json
S1080,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1080/metadata.json
S1081,,,,,,common;cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1081/metadata.json
S109,Magic numbers should not be used,CODE_SMELL,Major,ready,Main,vb6;java;abap;csharp;plsql;javascript;cobol;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S109/metadata.json
S110,Inheritance tree of classes should not be too deep,CODE_SMELL,Major,ready,All,java;php;csharp;cfamily,,MAINTAINABILITY:MEDIUM,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S110/metadata.json
S1103,"""/*"" and ""//"" should not be used within comments",CODE_SMELL,Minor,ready,Main,java;pli;plsql;cfamily,confusing,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1103/metadata.json
S1110,Redundant pairs of parentheses should be removed,CODE_SMELL,Major,ready,All,apex;go;python;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1110/metadata.json
S1116,Empty statements should be removed,CODE_SMELL,Minor,ready,All,go;css;dart;rust;tsql;vb6;java;php;csharp;javascript;flex;cfamily,unused,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1116/metadata.json
S1117,,CODE_SMELL,Major,ready,All,java;php;swift;csharp;plsql;javascript;flex;cfamily,suspicious;pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1117/metadata.json
S112,Generic exceptions should never be thrown,CODE_SMELL,Major,ready,Main,python;java;vbnet;php;csharp;cfamily,cwe;error-handling,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S112/metadata.json
S1121,Assignments should not be made from within sub-expressions,CODE_SMELL,Major,ready,All,java;php;csharp;javascript;cfamily,cwe;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1121/metadata.json
S1123,Deprecated elements should have both the annotation and the Javadoc tag,CODE_SMELL,Major,ready,All,dart;java;vbnet;csharp;cfamily,obsolete;bad-practice,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1123/metadata.json
S113,Files should end with a newline,CODE_SMELL,Minor,ready,All,python;dart;java;php;swift;csharp;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S113/metadata.json
S1131,Lines should not end with trailing whitespaces,CODE_SMELL,Minor,ready,Main,python;vb6;php;swift;plsql;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1131/metadata.json
S1133,Deprecated code should be removed,CODE_SMELL,Info,ready,All,dart;java;vbnet;kotlin;swift;csharp;cfamily,obsolete,MAINTAINABILITY:INFO,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1133/metadata.json
S1134,"Track uses of ""FIXME"" tags",CODE_SMELL,Major,ready,All,apex;go;python;dart;tsql;vb6;java;html;vbnet;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,cwe,MAINTAINABILITY:MEDIUM,Constant/Issue: 0min,Sonar way,non-compliant-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1134/metadata.json
S1135,"Track uses of ""TODO"" tags",CODE_SMELL,Info,ready,All,terraform;docker;apex;go;python;dart;shell;azureresourcemanager;tsql;vb6;java;html;vbnet;kotlin;php;xml;ansible;githubactions;scala;swift;csharp;plsql;javascript;kubernetes;cloudformation;cobol;ruby;cfamily,cwe,MAINTAINABILITY:INFO,Constant/Issue: 0min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1135/metadata.json
S1141,Try-catch blocks should not be nested,CODE_SMELL,Major,ready,All,java;cfamily,error-handling;confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1141/metadata.json
S1142,Functions should not contain too many return statements,CODE_SMELL,Major,ready,Main,python;java;php;swift;flex;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1142/metadata.json
S1143,"Jump statements should not occur in ""finally"" blocks",BUG,Critical,ready,All,python;dart;java;kotlin;javascript;cfamily,cwe;error-handling,RELIABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1143/metadata.json
S1144,"Unused ""private"" methods should be removed",CODE_SMELL,Major,ready,All,apex;python;java;kotlin;php;scala;swift;csharp;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1144/metadata.json
S1145,"Useless ""if(true) {...}"" and ""if(false){...}"" blocks should be removed",BUG,Major,superseded,All,apex;go;python;rpg;vb6;java;vbnet;abap;kotlin;php;pli;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,cwe,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1145/metadata.json
S1151,"""switch case"" clauses should not have too many lines of code",CODE_SMELL,Major,ready,Main,apex;go;shell;rpg;tsql;vb6;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;flex;ruby;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1151/metadata.json
S1155,"""Collection.isEmpty()"" should be used to test for emptiness",CODE_SMELL,Minor,ready,All,dart;java;vbnet;php;swift;csharp;cfamily,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1155/metadata.json
S116,Field names should comply with a naming convention,CODE_SMELL,Minor,ready,All,python;java;php;swift;csharp;flex;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S116/metadata.json
S1163,Exceptions should not be thrown in finally blocks,CODE_SMELL,Critical,ready,Main,java;vbnet;csharp;cfamily,error-handling;suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1163/metadata.json
S117,Local variable and function parameter names should comply with a naming convention,CODE_SMELL,Minor,ready,All,apex;go;python;azureresourcemanager;tsql;java;vbnet;kotlin;php;scala;swift;plsql;javascript;kubernetes;flex;ruby;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S117/metadata.json
S1172,Unused function parameters should be removed,CODE_SMELL,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;flex;ruby;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1172/metadata.json
S1180,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1180/metadata.json
S1181,Throwable and Error should not be caught,CODE_SMELL,Major,ready,Main,java;cfamily,cwe;error-handling;bad-practice;cert,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1181/metadata.json
S1185,Overriding methods should do more than simply call the same method in the super class ,CODE_SMELL,Minor,ready,All,dart;java;php;csharp;flex;cfamily,redundant;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1185/metadata.json
S1186,Methods should not be empty,CODE_SMELL,Critical,ready,All,apex;go;jcl;python;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1186/metadata.json
S1188,Anonymous classes should not have too many lines,CODE_SMELL,Major,ready,Main,java;swift;csharp;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1188/metadata.json
S1198,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1198/metadata.json
S1199,Nested code blocks should not be used,CODE_SMELL,Minor,ready,All,java;csharp;javascript;cfamily,bad-practice,MAINTAINABILITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1199/metadata.json
S121,Control structures should use curly braces,CODE_SMELL,Critical,ready,All,dart;tsql;java;kotlin;php;common;pli;csharp;javascript;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S121/metadata.json
S1219,"""switch"" statements should not contain non-case labels",CODE_SMELL,Blocker,ready,All,java;javascript;cfamily,suspicious,MAINTAINABILITY:BLOCKER,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1219/metadata.json
S122,Statements should be on separate lines,CODE_SMELL,Major,ready,All,apex;go;python;tsql;vb6;java;vbnet;abap;kotlin;php;common;pli;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S122/metadata.json
S1224,Field names should not match any method names,CODE_SMELL,Major,closed,Main,java;vbnet;csharp;flex;cfamily,,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1224/metadata.json
S1226,"Method parameters, caught exceptions and foreach variables' initial values should not be ignored",BUG,Minor,ready,All,python;java;vbnet;php;csharp;javascript;cfamily,,RELIABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1226/metadata.json
S1227,break statements should not be used except for switch cases,CODE_SMELL,Minor,deprecated,All,csharp;cfamily,,MAINTAINABILITY:LOW,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1227/metadata.json
S1231,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1231/metadata.json
S1232,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1232/metadata.json
S1233,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1233/metadata.json
S1234,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1234/metadata.json
S1235,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1235/metadata.json
S1236,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1236/metadata.json
S1237,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1237/metadata.json
S1238,Subroutine parameters should be passed by reference rather than by value,CODE_SMELL,Major,ready,Main,abap;cfamily,performance,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1238/metadata.json
S1239,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1239/metadata.json
S1240,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1240/metadata.json
S1241,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1241/metadata.json
S1242,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1242/metadata.json
S1243,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1243/metadata.json
S1244,Floating point numbers should not be tested for equality,BUG,Major,ready,All,python;java;swift;csharp;javascript;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1244/metadata.json
S1245,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1245/metadata.json
S1246,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1246/metadata.json
S1248,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1248/metadata.json
S1249,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1249/metadata.json
S125,Sections of code should not be commented out,CODE_SMELL,Major,ready,All,apex;python;css;rpg;tsql;java;html;abap;kotlin;php;xml;scala;swift;csharp;plsql;javascript;cobol;flex;cfamily,unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S125/metadata.json
S1250,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1250/metadata.json
S1251,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1251/metadata.json
S1252,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1252/metadata.json
S1253,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1253/metadata.json
S1254,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1254/metadata.json
S1256,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1256/metadata.json
S1257,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1257/metadata.json
S1259,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1259/metadata.json
S126,"""if ... else if"" constructs should end with ""else"" clauses",CODE_SMELL,Critical,ready,All,apex;go;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;ruby;cfamily,,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S126/metadata.json
S1260,,,,,,cfamily,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1260/metadata.json
